CLOSED PICKS BY ASSET CLASS
==========================================================================================

  CRYPTO: 567 picks | 188W/286L = 39.7% WR | PnL: +4.609%
Total active: 22
Matching: 6
  PAXGUSDT        LONG   score=100.0 conf=0.80 strat=binance_smart_money
  AVAXUSDT        LONG   score= 64.0 conf=0.78 strat=binance_smart_money
  HYPEUSDT        LONG   score= 92.0 conf=0.78 strat=binance_smart_money
  BTRUSDT         LONG   score= 64.0 conf=0.81 strat=binance_smart_money
  RIVERUSDT       LONG   score= 78.0 conf=0.76 strat=binance_smart_money
  XAGUSDT         LONG   score= 92.0 conf=0.68 strat=binance_smart_money


ALL ACTIVE PICKS
==========================================================================================
  PAXGUSDT        LONG   score=100.0 conf=0.80 strat=binance_smart_money            WINNER
  0GUSDT          LONG   score=100.0 conf=0.95 strat=bitget_copy_elbullmino         
  2ZUSDT          LONG   score=100.0 conf=0.83 strat=bitget_copy_BTC-Victory        
  HYPEUSDT        LONG   score= 92.0 conf=0.78 strat=binance_smart_money            WINNER
  XAGUSDT         LONG   score= 92.0 conf=0.68 strat=binance_smart_money            WINNER
  BTCUSDT         LONG   score= 87.0 conf=0.95 strat=cg_whale_divergence            
  XRPUSDT         SHORT  score= 87.0 conf=0.94 strat=cg_whale_divergence            
  BNBUSDT         SHORT  score= 87.0 conf=0.94 strat=cg_whale_divergence            
  DOGEUSDT        SHORT  score= 80.0 conf=0.94 strat=cg_whale_divergence            
  ETHUSDT         SHORT  score= 80.0 conf=0.68 strat=clone_hl_copy_lb_None          
  ADAUSDT         SHORT  score= 80.0 conf=0.68 strat=clone_hl_copy_lb_None          
  SOLUSDT         SHORT  score= 80.0 conf=0.68 strat=clone_hl_copy_lb_None          
  RIVERUSDT       LONG   score= 78.0 conf=0.76 strat=binance_smart_money            WINNER
  DOTUSDT         LONG   score= 75.0 conf=0.95 strat=okx_futures_dot                
  ENAUSDT         LONG   score= 71.0 conf=0.73 strat=clone_hl_copy_Auros_66M        
  PENGUUSDT       LONG   score= 71.0 conf=0.73 strat=clone_hl_copy_Auros_66M        
  LINKUSDT        LONG   score= 71.0 conf=0.73 strat=clone_hl_copy_Auros_66M        
  NEARUSDT        LONG   score= 71.0 conf=0.73 strat=clone_hl_copy_Auros_66M        
  SUIUSDT         LONG   score= 71.0 conf=0.73 strat=clone_hl_copy_Auros_66M        
  AVAXUSDT        LONG   score= 64.0 conf=0.78 strat=binance_smart_money            WINNER
  BTRUSDT         LONG   score= 64.0 conf=0.81 strat=binance_smart_money            WINNER
  METISUSDT       LONG   score= 57.0 conf=0.73 strat=clone_hl_copy_ABC_41M          
